timestamp,sessionId,participantId,trialIndex,trialElapsed,speakerId,azimuth,range,direction,distance,speakingState,turnState,semanticToken,urgency,targetObjectId,utteranceText,semanticConfidence,priority,selectedForTransmission,selectionReason,condition
78.064,20260706_230957,P00,3,14.863,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.064,20260706_230957,P00,3,14.863,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.064,20260706_230957,P00,3,14.863,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.165,20260706_230957,P00,3,14.963,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.165,20260706_230957,P00,3,14.963,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.165,20260706_230957,P00,3,14.963,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.265,20260706_230957,P00,3,15.064,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.265,20260706_230957,P00,3,15.064,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.265,20260706_230957,P00,3,15.064,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.366,20260706_230957,P00,3,15.165,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.366,20260706_230957,P00,3,15.165,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.366,20260706_230957,P00,3,15.165,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.467,20260706_230957,P00,3,15.266,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.467,20260706_230957,P00,3,15.266,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.467,20260706_230957,P00,3,15.266,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.567,20260706_230957,P00,3,15.366,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.567,20260706_230957,P00,3,15.366,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.567,20260706_230957,P00,3,15.366,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.667,20260706_230957,P00,3,15.466,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.667,20260706_230957,P00,3,15.466,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.667,20260706_230957,P00,3,15.466,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.768,20260706_230957,P00,3,15.567,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.768,20260706_230957,P00,3,15.567,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,LOW,Pump3,"Yes, that part looks aligned.",0.95,0.55,true,selection_disabled,FULL_SCENE_TOKEN
78.768,20260706_230957,P00,3,15.567,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.869,20260706_230957,P00,3,15.668,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.869,20260706_230957,P00,3,15.668,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
78.869,20260706_230957,P00,3,15.668,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
78.970,20260706_230957,P00,3,15.769,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
78.970,20260706_230957,P00,3,15.769,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
78.970,20260706_230957,P00,3,15.769,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.071,20260706_230957,P00,3,15.870,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
79.071,20260706_230957,P00,3,15.870,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.071,20260706_230957,P00,3,15.870,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.172,20260706_230957,P00,3,15.970,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.45,true,selection_disabled,FULL_SCENE_TOKEN
79.172,20260706_230957,P00,3,15.970,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.172,20260706_230957,P00,3,15.970,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.273,20260706_230957,P00,3,16.072,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.273,20260706_230957,P00,3,16.072,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.273,20260706_230957,P00,3,16.072,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.374,20260706_230957,P00,3,16.173,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.374,20260706_230957,P00,3,16.173,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.374,20260706_230957,P00,3,16.173,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.476,20260706_230957,P00,3,16.274,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.476,20260706_230957,P00,3,16.274,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.476,20260706_230957,P00,3,16.274,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.576,20260706_230957,P00,3,16.375,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.576,20260706_230957,P00,3,16.375,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.576,20260706_230957,P00,3,16.375,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.677,20260706_230957,P00,3,16.476,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.677,20260706_230957,P00,3,16.476,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.677,20260706_230957,P00,3,16.476,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.778,20260706_230957,P00,3,16.577,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.778,20260706_230957,P00,3,16.577,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.778,20260706_230957,P00,3,16.577,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.879,20260706_230957,P00,3,16.678,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.879,20260706_230957,P00,3,16.678,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.879,20260706_230957,P00,3,16.678,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
79.980,20260706_230957,P00,3,16.779,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,FULL_SCENE_TOKEN
79.980,20260706_230957,P00,3,16.779,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
79.980,20260706_230957,P00,3,16.779,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
80.081,20260706_230957,P00,3,16.880,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.081,20260706_230957,P00,3,16.880,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.081,20260706_230957,P00,3,16.880,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.182,20260706_230957,P00,3,16.981,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.182,20260706_230957,P00,3,16.981,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.182,20260706_230957,P00,3,16.981,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.283,20260706_230957,P00,3,17.082,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.283,20260706_230957,P00,3,17.082,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.283,20260706_230957,P00,3,17.082,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.384,20260706_230957,P00,3,17.183,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.384,20260706_230957,P00,3,17.183,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.384,20260706_230957,P00,3,17.183,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.485,20260706_230957,P00,3,17.284,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.485,20260706_230957,P00,3,17.284,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.485,20260706_230957,P00,3,17.284,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.586,20260706_230957,P00,3,17.385,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.586,20260706_230957,P00,3,17.385,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.586,20260706_230957,P00,3,17.385,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.687,20260706_230957,P00,3,17.486,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.687,20260706_230957,P00,3,17.486,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.687,20260706_230957,P00,3,17.486,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.789,20260706_230957,P00,3,17.587,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.789,20260706_230957,P00,3,17.587,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.789,20260706_230957,P00,3,17.587,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.890,20260706_230957,P00,3,17.689,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.890,20260706_230957,P00,3,17.689,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.890,20260706_230957,P00,3,17.689,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.990,20260706_230957,P00,3,17.789,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
80.990,20260706_230957,P00,3,17.789,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
80.990,20260706_230957,P00,3,17.789,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.091,20260706_230957,P00,3,17.890,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.091,20260706_230957,P00,3,17.890,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.091,20260706_230957,P00,3,17.890,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.192,20260706_230957,P00,3,17.991,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.192,20260706_230957,P00,3,17.991,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.192,20260706_230957,P00,3,17.991,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.292,20260706_230957,P00,3,18.091,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.292,20260706_230957,P00,3,18.091,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.292,20260706_230957,P00,3,18.091,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.393,20260706_230957,P00,3,18.192,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.393,20260706_230957,P00,3,18.192,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.393,20260706_230957,P00,3,18.192,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.493,20260706_230957,P00,3,18.292,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.493,20260706_230957,P00,3,18.292,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.493,20260706_230957,P00,3,18.292,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.593,20260706_230957,P00,3,18.392,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.593,20260706_230957,P00,3,18.392,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.593,20260706_230957,P00,3,18.392,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.694,20260706_230957,P00,3,18.493,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.694,20260706_230957,P00,3,18.493,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.694,20260706_230957,P00,3,18.493,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.796,20260706_230957,P00,3,18.595,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.796,20260706_230957,P00,3,18.595,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.796,20260706_230957,P00,3,18.595,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.897,20260706_230957,P00,3,18.696,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.897,20260706_230957,P00,3,18.696,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.897,20260706_230957,P00,3,18.696,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
81.997,20260706_230957,P00,3,18.796,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
81.997,20260706_230957,P00,3,18.796,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
81.997,20260706_230957,P00,3,18.796,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,FULL_SCENE_TOKEN
82.098,20260706_230957,P00,3,18.897,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.098,20260706_230957,P00,3,18.897,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
82.098,20260706_230957,P00,3,18.897,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
82.199,20260706_230957,P00,3,18.998,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.199,20260706_230957,P00,3,18.998,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
82.199,20260706_230957,P00,3,18.998,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
82.300,20260706_230957,P00,3,19.099,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.300,20260706_230957,P00,3,19.099,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
82.300,20260706_230957,P00,3,19.099,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
82.401,20260706_230957,P00,3,19.200,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.401,20260706_230957,P00,3,19.200,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
82.401,20260706_230957,P00,3,19.200,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
82.501,20260706_230957,P00,3,19.300,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.501,20260706_230957,P00,3,19.300,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
82.501,20260706_230957,P00,3,19.300,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,FULL_SCENE_TOKEN
82.602,20260706_230957,P00,3,19.401,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,FULL_SCENE_TOKEN
82.602,20260706_230957,P00,3,19.401,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,FULL_SCENE_TOKEN
